collection_no,source_database,collection.authorizer,occurrence.genus_name,original.genus_reso,occurrence.reference_no,collection.reference_no,pubyr,collection_name,country,Continent,latlng_basis,paleolatdec,Lat Bin,paleolngdec,period,epoch,subepoch,stage,10_my_bin,FR2_bin,max_interval,min_interval,interval_base,interval_top,interval_midpoint,interpolated_base,interpolated_top,interpolated_mid,ma_max,ma_min,ma_mid,formation,lithology1
25226,PaleoDB,M. Carrano,Spinostropheus,,7056,45920,1959,"Oued Timmersöi, west of In Tedreft",Niger,Africa,based on nearby landmark,8.55,N1,3.28,Cretaceous,Early/Lower Cretaceous,,,,,Early/Lower Berriasian,Late/Upper Barremian,145.5,125.45,135.475,145.5,125,135.25,145.5,125.45,135.475,,not reported
60029,ETE,M. Carrano,Suchomimus,,8375,8375,1998,"Suchomimus type, Gadoufaoua",Niger,Africa,stated in text,1.49,N1,3.71,Cretaceous,Early/Lower Cretaceous,,,,,Aptian,Albian,125.45,99.7,112.575,,,0,125.45,99.7,112.575,Elrhaz,sandstone
133668,ETE,R. Benson,Suchomimus,,43082,43082,2012,"Laganemys type, Gadoufaoua [field locality 94]",Niger,Africa,stated in text,1.5,N1,3.73,Cretaceous,Early/Lower Cretaceous,,,,,Aptian,Albian,125.45,99.7,112.575,,,0,125.45,99.7,112.575,Elrhaz,sandstone
97945,ETE,M. Carrano,Banji,,33857,33857,2010,Ganzhou City,China,Asia,based on nearby landmark,25.77,N1,108.75,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Nanxiong,not reported
161115,,M. Carrano,Datanglong,,52501,52501,2014,"Nazao village, Datang",China,Asia,based on nearby landmark,22.97,N1,116.51,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Aptian,,125.45,112.6,119.025,,,0,125.45,112.6,119.025,Xinlong,marl
97945,ETE,M. Carrano,Ganzhousaurus,,46367,33857,2010,Ganzhou City,China,Asia,based on nearby landmark,25.77,N1,108.75,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Nanxiong,not reported
24883,PaleoDB,M. Carrano,Gasosaurus,,7752,6976,1983,"Dashanpu Dinosaur Quarry, Xiashaximiao",China,Asia,estimated from map,29.64,N1,109.69,Jurassic,Middle Jurassic,,,,,Bajocian,Callovian,171.6,161.2,166.4,,,0,171.6,161.2,166.4,Xiashaximiao,sandstone
55192,ETE,M. Carrano,Heyuannia,,14652,14652,2003,Huangsha Quarry,China,Asia,based on nearby landmark,24.26,N1,109.44,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Dalangshan,
131833,PaleoDB,G. Lloyd,Ichthyovenator,,42496,42496,2012,"Ban Kalum, Tang Vay",Laos,Asia,based on nearby landmark,16.52,N1,115.02,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Aptian,,125.45,112.6,119.025,,,0,125.45,112.6,119.025,Grès supérieurs,not reported
147070,PaleoDB,P. Mannion,Jiangxisaurus,,47959,47488,2013,"Longling Town, Nankang",China,Asia,estimated from map,25.64,N1,108.68,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Nanxiong,sandstone
36082,PaleoDB,M. Carrano,Kinnareemimus,,30930,31097,1995,Phu Wiang 5A,Thailand,Asia,estimated from map,14.6,N1,112.32,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,claystone
92950,ETE,M. Carrano,Leshansaurus,,31398,31398,2009,"Xiaogu, Qianwei",China,Asia,estimated from map,28.32,N1,108.39,Jurassic,Late/Upper Jurassic,,,,,Late/Upper Jurassic,,161.2,145.5,153.35,,,0,161.2,145.5,153.35,Shangshaximiao,not reported
53673,ETE,M. Carrano,Megalosaurus,,46057,17258,1983,"Dabuka, Daye",China,Asia,based on nearby landmark,24.27,N1,94.72,Jurassic,Middle Jurassic,,,,,Middle Jurassic,,175.6,161.2,168.4,,,0,175.6,161.2,168.4,Dabuka,not reported
165590,,M. Carrano,Megalosaurus,,46057,46057,1985,Changdu,China,Asia,based on nearby landmark,28.21,N1,92.07,Jurassic,Early/Lower Jurassic,,,,,Early/Lower Jurassic,,201.6,175.6,188.6,,,0,201.6,175.6,188.6,,not reported
147070,PaleoDB,P. Mannion,Nankangia,,49175,47488,2013,"Longling Town, Nankang",China,Asia,estimated from map,25.64,N1,108.68,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Nanxiong,sandstone
58448,ETE,M. Carrano,Nanshiungosaurus,,9256,9256,1979,"Dapingcun, IVPP Loc. 74015",China,Asia,estimated from map,23.83,N1,110.53,Cretaceous,Late/Upper Cretaceous,,,,,Campanian,Maastrichtian,84.9,66.043,75.4715,,,0,84.9,66.043,75.4715,Nanxiong,
53673,ETE,M. Carrano,Ngexisaurus,,46057,17258,1983,"Dabuka, Daye",China,Asia,based on nearby landmark,24.27,N1,94.72,Jurassic,Middle Jurassic,,,,,Middle Jurassic,,175.6,161.2,168.4,,,0,175.6,161.2,168.4,Dabuka,not reported
154687,,P. Mannion,Prodeinodon,,50278,50278,2014,Shangying Quarry,China,Asia,based on nearby landmark,23.53,N1,116.39,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Aptian,,125.45,112.6,119.025,,,0,125.45,112.6,119.025,Xinlong,not reported
24901,ETE,M. Carrano,Prodeinodon,,13841,13841,1975,"Liubangcun, Fusui (IVPP)",China,Asia,based on political unit,22.82,N1,116.07,Cretaceous,Early/Lower Cretaceous,,,,,Early/Lower Cretaceous,,145.5,99.7,122.6,,,0,145.5,99.7,122.6,Napai,mudstone
147070,PaleoDB,P. Mannion,Qianzhousaurus,,51099,47488,2013,"Longling Town, Nankang",China,Asia,estimated from map,25.64,N1,108.68,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Nanxiong,sandstone
70438,ETE,M. Carrano,Shidaisaurus,,29514,23627,2002,"Quarry 1, Lao Chang Qing",China,Asia,stated in text,25.12,N1,108.57,Jurassic,Middle Jurassic,,,,,Middle Jurassic,,175.6,161.2,168.4,,,0,175.6,161.2,168.4,Chuanjie,not reported
66798,ETE,M. Carrano,Shixinggia,,19021,23446,2003,"Luyuan, Shixing (BPV)",China,Asia,estimated from map,24.89,N1,108.93,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Pingling,sandstone
36082,PaleoDB,M. Carrano,Siamosaurus,,9665,31097,1995,Phu Wiang 5A,Thailand,Asia,estimated from map,14.6,N1,112.32,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,claystone
35973,PaleoDB,M. Carrano,Siamosaurus,,30939,31131,1983,"Phu Wiang 1, Phu Pratu Teema",Thailand,Asia,estimated from map,14.61,N1,112.3,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,siltstone
35974,PaleoDB,M. Carrano,Siamosaurus,n. gen.,25207,9669,1983,"Phu Wiang 1A, Phu Pratu Teema",Thailand,Asia,estimated from map,14.61,N1,112.3,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,sandstone
36144,PaleoDB,M. Carrano,Siamosaurus,,9705,13040,1983,"Phu Kum Khao, K4",Thailand,Asia,based on nearby landmark,15.43,N1,113.31,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,sandstone
84443,Fossilworks,J. Alroy,Siamosaurus,,30939,28284,2005,Khok Kong,Thailand,Asia,based on nearby landmark,15.58,N1,113.31,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,siltstone
36150,PaleoDB,M. Carrano,Siamosaurus,,9665,31098,1993,"Ban Non Mek, K2",Thailand,Asia,estimated from map,16.08,N1,114.48,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,conglomerate
79489,ETE,M. Carrano,Siamosaurus,,26659,29769,2005,Phu Phok,Thailand,Asia,estimated from map,16.39,N1,114.12,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,siltstone
36160,PaleoDB,M. Carrano,Siamotyrannus,,25804,31097,1995,Phu Wiang 9,Thailand,Asia,based on nearby landmark,14.61,N1,112.3,Cretaceous,Early/Lower Cretaceous,,,,,Barremian,Aptian,130,112.6,121.3,,,0,130,112.6,121.3,Sao Khua,sandstone
89156,ETE,M. Carrano,Sinraptor,,10371,10371,1992,"Tianwan village, Heping",China,Asia,based on nearby landmark,28.07,N1,108.92,Jurassic,Late/Upper Jurassic,,Oxfordian,Jurassic 5,Oxfordian,Oxfordian,,161.2,155.7,158.45,,,0,161.2,155.7,158.45,Shangshaximiao,mudstone
51914,ETE,M. Carrano,Szechuanosaurus,,17258,13842,1976,"Wujiaba Dam Quarry, Zigong",China,Asia,estimated from map,27.08,N1,109.27,Jurassic,Late/Upper Jurassic,,Oxfordian,Jurassic 5,Oxfordian,Oxfordian,,161.2,155.7,158.45,,,0,161.2,155.7,158.45,Shangshaximiao,not reported
60065,ETE,M. Carrano,Yangchuanosaurus,,17258,17258,1983,"Hongjiang Machine Factory, Yongchuan",China,Asia,based on nearby landmark,28.24,N1,109.8,Jurassic,Late/Upper Jurassic,,Oxfordian,Jurassic 5,Oxfordian,Oxfordian,,161.2,155.7,158.45,,,0,161.2,155.7,158.45,Shangshaximiao,not reported
49790,ETE,M. Carrano,Yangchuanosaurus,,29352,29352,1978,Shangyou Reservoir,China,Asia,stated in text,28.19,N1,109.73,Jurassic,Late/Upper Jurassic,,,,,Oxfordian,Early/Lower Kimmeridgian,161.2,150.8,156,,,0,161.2,150.8,156,Shangshaximiao,mudstone
58977,ETE,M. Carrano,Yangchuanosaurus,,47184,47184,1996,"Longjiawa, Anyue",China,Asia,based on nearby landmark,28.72,N1,109.04,Jurassic,Late/Upper Jurassic,,,,,Late/Upper Jurassic,,161.2,145.5,153.35,,,0,161.2,145.5,153.35,Suining,mudstone
24883,PaleoDB,M. Carrano,Yangchuanosaurus,,29517,6976,1983,"Dashanpu Dinosaur Quarry, Xiashaximiao",China,Asia,estimated from map,29.64,N1,109.69,Jurassic,Middle Jurassic,,,,,Bajocian,Callovian,171.6,161.2,166.4,,,0,171.6,161.2,166.4,Xiashaximiao,sandstone
68888,PaleoDB,M. Carrano,Scipionyx,,10513,23419,1995,"La Cavere, Pietraroja",Italy,Europe,stated in text,23.52,N1,16.24,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,Early/Lower Albian,,112.6,109,110.8,112,107.867,109.9335,112.6,109,110.8,,mudstone
47198,ETE,M. Carrano,Coelophysis,,12624,12624,1976,"northeast side, Totoket Mountain",United States,North America,based on nearby landmark,22.1,N1,-19.55,Jurassic,Early/Lower Jurassic,,Hettangian,Jurassic 1,Hettangian,Hettangian,,201.6,196.5,199.05,,,0,201.6,196.5,199.05,Shuttle Meadow,"""shale"""
35250,ETE,M. Carrano,Coelophysis,,9476,9476,1989,"Rock Head, MNA 219-0",United States,North America,based on nearby landmark,19.3,N1,-49.8,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,not reported
35248,ETE,M. Carrano,Coelophysis,,9476,9476,1989,"Rock Head North, MNA 555-3",United States,North America,stated in text,19.32,N1,-49.79,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,sandstone
35249,ETE,M. Carrano,Coelophysis,,9476,9476,1989,"Shake-N-Bake, MCZ 40/78a",United States,North America,based on nearby landmark,19.32,N1,-49.79,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,sandstone
51896,ETE,M. Carrano,Dilophosaurus,,12373,12373,1986,"UCMP V82303, Rock Head 2",United States,North America,unpublished field data,19.3,N1,-49.92,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,sandstone
35250,ETE,M. Carrano,Dilophosaurus,,19503,9476,1989,"Rock Head, MNA 219-0",United States,North America,based on nearby landmark,19.3,N1,-49.8,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,not reported
13410,ETE,M. Carrano,Dilophosaurus,,13844,13844,1954,"UCMP V6468, Moa Ave 2",United States,North America,stated in text,19.65,N1,-49.13,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,"""shale"""
13409,ETE,M. Carrano,Dilophosaurus,,13844,13844,1954,"UCMP V4214, Moa Ave I",United States,North America,stated in text,19.69,N1,-49.14,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,"""shale"""
137287,PaleoDB,R. Butler,Dilophosaurus,,12373,12373,1986,"UCMP V6899, Moenkopi Point, Pumpkin Patch",United States,North America,estimated from map,19.71,N1,-49.96,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,sandstone
51899,ETE,M. Carrano,Kayentavenator,,42503,12373,1986,"UCMP V82309, Willow Springs 2",United States,North America,unpublished field data,19.42,N1,-50.34,Jurassic,Early/Lower Jurassic,,,,,Sinemurian,Pliensbachian,196.5,183,189.75,,,0,196.5,183,189.75,Kayenta,sandstone
52043,ETE,M. Carrano,Laelaps,,13937,13937,1974,Middle Concho River,United States,North America,based on nearby landmark,29.57,N1,-60.65,Cretaceous,Early/Lower Cretaceous,,Albian,Cretaceous 4,Albian,Albian,,112.6,99.7,106.15,,,0,112.6,99.7,106.15,Paluxy,not reported
34698,ETE,M. Carrano,Podokesaurus,,9194,9194,1911,"Podokesaurus type, Mount Holyoke College",United States,North America,based on nearby landmark,23.96,N1,-18.65,Jurassic,Early/Lower Jurassic,,,Jurassic 1,,Hettangian,Sinemurian,201.6,189.6,195.6,,,0,201.6,189.6,195.6,Portland,sandstone
25306,ETE,M. Carrano,Segisaurus,,7096,54283,1933,"Keet Seel, Segi Canyon (UCMP V3308)",United States,North America,stated in text,23.93,N1,-48.28,Jurassic,Early/Lower Jurassic,,,,,Pliensbachian,Toarcian,189.6,175.6,182.6,,,0,189.6,175.6,182.6,Navajo Sandstone,sandstone
133007,PaleoDB,M. Carrano,Richardoestesia,,42834,30640,2006,Ocozocoautla microvertebrate site,Mexico,South America,estimated from map,21.91,N1,-75.1,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Ocozocoautla,not reported
55758,ETE,M. Carrano,Achillobator,,15022,15060,1999,Burkhant (MNUFR) ,Mongolia,Asia,stated in text,46.58,N2,99.97,Cretaceous,Late/Upper Cretaceous,,,,,Cenomanian,Santonian,99.7,84.9,92.3,,,0,99.7,84.9,92.3,Baynshire,sandstone
11582,PaleoDB,E. Fara,Ajancingenia,n. gen.,29489,4173,1999,Khermeen-Tsav locality [SMPE],Mongolia,Asia,estimated from map,40.33,N2,88.92,Cretaceous,Late/Upper Cretaceous,,,,,Campanian,Maastrichtian,84.9,66.043,75.4715,,,0,84.9,66.043,75.4715,Barun Goyot,not reported
80183,ETE,M. Carrano,Albinykus,,35185,18688,2006,Khugenetslavkant,Mongolia,Asia,estimated from map,44.61,N2,98.75,Cretaceous,Late/Upper Cretaceous,,Santonian,Cretaceous 6,Santonian,Santonian,,85.8,84.9,85.35,,,0,85.8,84.9,85.35,Javkhlant,sandstone
58490,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"SH-5, Khodzhakulsai ravine",Uzbekistan,Asia,based on nearby landmark,35.87,N2,60.54,Cretaceous,Late/Upper Cretaceous,,Cenomanian,Cretaceous 5,Cenomanian,Early/Lower Cenomanian,,99.7,94.3,97,99.6,97.567,98.5835,99.7,94.3,97,Khodzhakul,sandstone
58475,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,Dzharakuduk well,Uzbekistan,Asia,estimated from map,38.13,N2,56.79,Cretaceous,Late/Upper Cretaceous,,Cenomanian,Cretaceous 5,Cenomanian,Cenomanian,,99.7,94.3,97,,,0,99.7,94.3,97,Dzharakuduk,
58701,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"Kansai, FKA-7a",Tajikistan,Asia,based on nearby landmark,34.9,N2,63.85,Cretaceous,Late/Upper Cretaceous,,Santonian,Cretaceous 6,Santonian,Early/Lower Santonian,,85.8,84.9,85.35,85.8,85.033,85.4165,85.8,84.9,85.35,Yalovach,not reported
59697,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,Karachadalysai (lower),Uzbekistan,Asia,based on nearby landmark,35.47,N2,61.42,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Early/Lower Turonian,,94.3,89.3,91.8,93.5,92.1,92.8,94.3,89.3,91.8,Beshtyubin,sandstone
58166,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"CBI-5a, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.26,N2,57.01,Cretaceous,Late/Upper Cretaceous,,Coniacian,Cretaceous 6,Coniacian,Coniacian,,89.3,85.8,87.55,,,0,89.3,85.8,87.55,Bissekty,sandstone
58167,ETE,M. Carrano,Alectrosaurus,,16510,38131,1985,"CBI-28, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.26,N2,57.01,Cretaceous,Late/Upper Cretaceous,,Coniacian,Cretaceous 6,Coniacian,Coniacian,,89.3,85.8,87.55,,,0,89.3,85.8,87.55,Bissekty,not reported
58177,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"CBI-1, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.26,N2,57.01,Cretaceous,Late/Upper Cretaceous,,Coniacian,Cretaceous 6,Coniacian,Coniacian,,89.3,85.8,87.55,,,0,89.3,85.8,87.55,Bissekty,not reported
46959,ETE,M. Carrano,Alectrosaurus,,16510,38131,1985,"CDZh-17a, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.8,N2,56.95,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Middle Turonian,Late/Upper Turonian,94.3,89.3,91.8,92.1,89.3,90.7,94.3,89.3,91.8,Bissekty,not reported
58158,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"CDZh-16, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.8,N2,56.95,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Late/Upper Turonian,,94.3,89.3,91.8,90.7,89.3,90,94.3,89.3,91.8,Bissekty,not reported
58159,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"CDZh-14a, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.8,N2,56.95,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Late/Upper Turonian,,94.3,89.3,91.8,90.7,89.3,90,94.3,89.3,91.8,Bissekty,not reported
58161,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"CDZh-17, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.8,N2,56.95,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Late/Upper Turonian,,94.3,89.3,91.8,90.7,89.3,90,94.3,89.3,91.8,Bissekty,not reported
58161,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,"CDZh-17, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.8,N2,56.95,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Late/Upper Turonian,,94.3,89.3,91.8,90.7,89.3,90,94.3,89.3,91.8,Bissekty,not reported
58168,ETE,M. Carrano,Alectrosaurus,,16510,38131,1985,"CBI-14, Dzharakuduk II",Uzbekistan,Asia,based on nearby landmark,36.8,N2,56.95,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Middle Turonian,Late/Upper Turonian,94.3,89.3,91.8,92.1,89.3,90.7,94.3,89.3,91.8,Bissekty,sandstone
58164,ETE,M. Carrano,Alectrosaurus,,16510,38127,1982,"CDZh-17g, Dzarakuduk II",Uzbekistan,Asia,based on nearby landmark,36.93,N2,66.44,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Late/Upper Turonian,,94.3,89.3,91.8,90.7,89.3,90,94.3,89.3,91.8,Bissekty,not reported
53132,ETE,M. Carrano,Alectrosaurus,,15559,15559,1938,"Sary-Agach, Chingeldy (=Kyrkkuduk I )",Kazakstan,Asia,based on nearby landmark,39.99,N2,70.02,Cretaceous,Late/Upper Cretaceous,,,Cretaceous 6,,Coniacian,Santonian,89.3,84.9,87.1,,,0,89.3,84.9,87.1,Dabrazhin,conglomerate
58592,ETE,M. Carrano,Alectrosaurus,,16510,16510,1995,Tyulkeli hill (lower),Kazakstan,Asia,estimated from map,41.04,N2,57.23,Cretaceous,Late/Upper Cretaceous,,Turonian,Cretaceous 6,Turonian,Early/Lower Turonian,,94.3,89.3,91.8,93.5,92.1,92.8,94.3,89.3,91.8,Zhirkindek,claystone
49369,ETE,M. Carrano,Alectrosaurus,,13181,13181,1993,"SCDP site 9, Iren Dabasu",China,Asia,estimated from map,42.91,N2,100.71,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,79.2,70.6,74.9,84.9,70.6,77.75,Iren Dabasu,not reported
49355,ETE,M. Carrano,Alectrosaurus,,51464,51464,1977,Iren Dabasu (AMNH quarry 138),China,Asia,estimated from map,42.92,N2,100.69,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,79.2,70.6,74.9,84.9,70.6,77.75,Iren Dabasu,not reported
49356,ETE,M. Carrano,Alectrosaurus,,13186,13061,1933,Iren Dabasu (AMNH quarry 136),China,Asia,estimated from map,42.92,N2,100.69,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,79.2,70.6,74.9,84.9,70.6,77.75,Iren Dabasu,not reported
49356,ETE,M. Carrano,Alectrosaurus,,13186,13061,1933,Iren Dabasu (AMNH quarry 136),China,Asia,estimated from map,42.92,N2,100.69,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,79.2,70.6,74.9,84.9,70.6,77.75,Iren Dabasu,not reported
53134,ETE,M. Carrano,Alectrosaurus,,16510,14364,1964,Shakh-Shakh (lower),Kazakstan,Asia,based on nearby landmark,38.73,N2,57.97,Cretaceous,Late/Upper Cretaceous,,,,,Santonian,Early/Lower Campanian,85.8,70.6,78.2,,,0,85.8,70.6,78.2,Bostobe,claystone
67974,ETE,M. Carrano,Alectrosaurus,,51464,51464,1977,Bayshin-Tsav (SMPE),Mongolia,Asia,estimated from map,44.97,N2,98.1,Cretaceous,Late/Upper Cretaceous,,,,,Cenomanian,Santonian,99.7,84.9,92.3,,,0,99.7,84.9,92.3,Baynshire,not reported
91909,ETE,M. Carrano,Alioramus,,19316,19316,1976,Nogon Tsav,Mongolia,Asia,estimated from map,40.42,N2,88.25,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Beds of Nogon Tsav,"""siliciclastic"""
113009,ETE,M. Carrano,Alioramus,,36719,36719,2009,Tsagan Hushu (IGM),Mongolia,Asia,based on nearby landmark,41.09,N2,89.43,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Nemegt,not reported
46881,ETE,M. Carrano,Alxasaurus,,12452,13174,1994,"Elesitai, SCDP",China,Asia,stated in text,42,N2,106.15,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Aptian,Aptian,,125.45,112.6,119.025,,,0,125.45,112.6,119.025,Bayan Gobi,claystone
91487,Fossilworks,J. Alroy,Anchiornis,,30823,30823,2009,Daxishan,China,Asia,based on nearby landmark,42.17,N2,122.82,Jurassic,Late/Upper Jurassic,,Oxfordian,Jurassic 5,Oxfordian,Oxfordian,,161.2,155.7,158.45,,,0,161.2,155.7,158.45,Tiaojishan,"""shale"""
106306,ETE,M. Carrano,Anchiornis,,35452,35452,2009,Yaolugou locality,China,Asia,based on nearby landmark,41.85,N2,122.58,Jurassic,,,,,,Late/Upper Bathonian,Early/Lower Kimmeridgian,167.7,150.8,159.25,165.7,153.25,159.475,167.7,150.8,159.25,Tiaojishan,"""siliciclastic"""
92421,PaleoDB,R. Butler,Anchiornis,,35452,31153,2009,"Daxishan, Linglongta",China,Asia,stated in text,42.13,N2,123.15,Jurassic,,,,,,Late/Upper Bathonian,Early/Lower Kimmeridgian,167.7,150.8,159.25,165.7,153.25,159.475,167.7,150.8,159.25,Tiaojishan,sandstone
52008,ETE,M. Carrano,Anserimimus,,13914,13914,1988,Bugin Tsav (SMPE),Mongolia,Asia,based on nearby landmark,41.04,N2,88.67,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Maastrichtian,Maastrichtian,,70.6,66.043,68.3215,,,0,70.6,66.043,68.3215,Nemegt,not reported
144354,PaleoDB,P. Mannion,Aorun,,46671,46671,2013,Aorun zhaoi type locality,China,Asia,estimated from map,47.73,N2,91.61,Jurassic,Middle Jurassic,,Callovian,Jurassic 5,Callovian,Callovian,,164.7,161.2,162.95,,,0,164.7,161.2,162.95,Shishugou,siltstone
